codanum,autovpkcodastr,autovbycoda,mismatchN,mismatchpct,meandist_pk1,meandist_pk2,meandiff_pk1,meandiff_pk2,focal,whale,codatype,Duration,handv,URN,AIS_Data
7740,aaaaa,a,0,0.0,585.9375,,292.96875,,True,SAM,5R1,0.3137584,a,0,-1
7770,aaaaaaaa,a,0,0.0,904.0178571428571,,301.3392857142857,,True,TBB,8i,0.3883416,a,1,-1
7771,aaaaa,a,0,0.0,117.1875,,117.1875,,True,TBB,5R1,0.3307417,a,1,-1
7772,aaaaa,a,0,0.0,117.1875,,58.59375,,True,TBB,5R1,0.3267833,a,1,-1
7773,aaaaa,a,0,0.0,58.59375,,117.1875,,True,TBB,5R1,0.3266667,a,1,-1
7774,aaaaa,a,0,0.0,234.375,,292.96875,,True,TBB,5R1,0.3254917,a,1,-1
7775,aaaaa,a,0,0.0,175.78125,,58.59375,,True,TBB,5R1,0.3180584,a,1,-1
7776,aaaaaa,a,0,0.0,375.0,,281.25,,True,TBB,6i,0.4363334,a,1,-1
7784,aaaaa,a,0,0.0,996.09375,,410.15625,,True,TBB,5R1,0.327575,a,1,-1
7785,aaaaa,a,0,0.0,820.3125,,292.96875,,True,TBB,5R1,0.3044833,a,1,-1
7786,aaaaa,a,0,0.0,292.96875,,175.78125,,True,TBB,5R1,0.3086916,a,1,-1
7787,aiaii,?,2,0.4,1699.21875,,1816.40625,,True,TBB,1+1+3,0.7435,a,1,-1
7788,aaiii,?,2,0.4,2050.78125,,761.71875,,True,TBB,1+1+3,0.7120333,a,1,-1
7807,aaaaaa,a,0,0.0,281.25,,281.25,,True,TBB,6i,0.4678583,a,1,-1
7808,aaaaa,a,0,0.0,410.15625,,175.78125,,True,TBB,5R1,0.3402084,a,1,-1
7809,aaaaa,a,0,0.0,292.96875,,234.375,,True,TBB,5R1,0.337875,a,1,-1
7814,iiiii,i,0,0.0,585.9375,2226.5625,175.78125,996.09375,True,LAIUS,1+1+3,1.4187186,,0,0
7815,iiiii,i,0,0.0,292.96875,937.5,292.96875,468.75,True,LAIUS,1+1+3,1.4175833,,0,0
7816,iiiii,i,0,0.0,234.375,1406.25,58.59375,351.5625,True,LAIUS,1+1+3,1.3804084,,0,0
7817,iiiii,i,0,0.0,0.0,117.1875,0.0,117.1875,True,LAIUS,1+1+3,1.4151532,,0,0
7818,iiiii,i,0,0.0,0.0,292.96875,0.0,175.78125,True,LAIUS,1+1+3,1.4123083,,0,0
7819,iiiii,i,0,0.0,117.1875,117.1875,117.1875,58.59375,True,LAIUS,1+1+3,1.3934416,,0,0
7820,iiiii,i,0,0.0,234.375,234.375,175.78125,351.5625,True,LAIUS,1+1+3,1.39545,,0,0
7821,iiiii,i,0,0.0,351.5625,410.15625,234.375,117.1875,True,LAIUS,1+1+3,1.408525,,0,0
7822,iiiii,i,0,0.0,0.0,117.1875,0.0,117.1875,True,LAIUS,1+1+3,1.389875,,0,0
7823,iaiii,?,1,0.2,878.90625,,1054.6875,,True,LAIUS,1+1+3,1.4082833,,0,0
7833,iiiii,i,0,0.0,58.59375,0.0,117.1875,0.0,True,LAIUS,1+1+3,1.1636603,i,0,0
7834,iiiii,i,0,0.0,175.78125,1406.25,292.96875,1640.625,True,LAIUS,1+1+3,1.1683333,,0,0
7841,aaiii,?,2,0.4,1406.25,,468.75,,True,LAIUS,1+1+3,0.8384833,a,1,-1
7842,aaaaa,a,0,0.0,527.34375,,644.53125,,True,LAIUS,1+1+3,0.8152833,a,1,-1
7843,aiiai,?,2,0.4,2109.375,,1933.59375,,True,LAIUS,1+1+3,0.8083916,a,1,-1
7844,iiaaa,?,2,0.4,1523.4375,,644.53125,,True,LAIUS,1+1+3,0.8038083,a,1,-1
7845,aaaaa,a,0,0.0,996.09375,,292.96875,,True,LAIUS,1+1+3,0.806875,a,1,-1
7846,iiiaa,?,2,0.4,1464.84375,,996.09375,,True,LAIUS,1+1+3,0.8690416,a,1,-1
7847,aaiia,?,2,0.4,1171.875,,1464.84375,,True,LAIUS,1+1+3,0.7707167,a,1,-1
7848,iiiia,?,1,0.2,1054.6875,,1113.28125,,True,LAIUS,1+1+3,0.7434667,a,1,-1
7849,aiiia,?,2,0.4,1992.1875,,937.5,,True,LAIUS,1+1+3,0.7325083,a,1,-1
7850,aaaaa,a,0,0.0,410.15625,,468.75,,True,LAIUS,1+1+3,0.7273171,a,1,-1
7851,iiiii,i,0,0.0,234.375,292.96875,58.59375,410.15625,True,LAIUS,1+1+3,0.7310833,i,1,-1
7852,aiiii,?,1,0.2,117.1875,,175.78125,,True,LAIUS,1+1+3,0.742475,i,1,-1
7853,iiiii,i,0,0.0,58.59375,351.5625,117.1875,117.1875,True,LAIUS,1+1+3,0.7412583,,1,-1
7872,aaaaa,a,0,0.0,410.15625,,234.375,,True,SOPH,5R1,0.305075,a,1,-1
7873,aaaaa,a,0,0.0,0.0,,0.0,,True,SOPH,5R1,0.3006584,a,1,-1
7874,aaaai,?,1,0.2,175.78125,,234.375,,True,SOPH,1+1+3,0.68315,,1,-1
7875,iaaaa,?,1,0.2,410.15625,,117.1875,,True,SOPH,1+1+3,0.7081417,,1,-1
7876,iaaaa,?,1,0.2,175.78125,,58.59375,,True,SOPH,1+1+3,0.7281333,,1,-1
7877,iaaaa,?,1,0.2,0.0,,0.0,,True,SOPH,1+1+3,0.73281,,1,-1
7878,aiaai,?,2,0.4,1289.0625,,1640.625,,True,SOPH,1+1+3,0.7402584,,1,-1
7879,aaaia,?,1,0.2,351.5625,,117.1875,,True,SOPH,1+1+3,0.7388,,1,-1
7880,aiaai,?,2,0.4,1054.6875,,292.96875,,True,SOPH,1+1+3,0.7183584,,1,-1
7881,aaaaa,a,0,0.0,410.15625,,234.375,,True,SOPH,1+1+3,0.7383083,,1,-1
7882,aaaaa,a,0,0.0,527.34375,,585.9375,,True,SOPH,1+1+3,0.7345833,,1,-1
7883,aaaaa,a,0,0.0,175.78125,,175.78125,,True,SOPH,1+1+3,0.7225417,,1,-1
7884,aaaaa,a,0,0.0,,,,,True,SOPH,1+1+3,0.71765,,1,-1
7885,aaaaa,a,0,0.0,234.375,,58.59375,,True,SOPH,5R1,0.2999083,a,1,-1
7886,aaaaa,a,0,0.0,468.75,,175.78125,,True,SOPH,5R1,0.299704,a,1,-1
7887,aaaaa,a,0,0.0,117.1875,,175.78125,,True,SOPH,5R1,0.2994296,a,1,-1
7905,aaaaa,a,0,0.0,58.59375,,117.1875,,True,SOPH,5R1,0.3238936,a,1,-1
7906,iiiaa,?,2,0.4,1757.8125,,820.3125,,True,SOPH,5R1,0.3175083,a,1,-1
7915,iiiii,i,0,0.0,1816.40625,703.125,468.75,410.15625,True,SOPH,1+1+3,0.8684333,,0,-1
7916,iiiia,?,1,0.2,58.59375,,117.1875,,True,SOPH,1+1+3,0.9778728,,0,-1
7917,iiiia,?,1,0.2,410.15625,,117.1875,,True,SOPH,1+1+3,0.8301261,,0,-1
7918,aiiii,?,1,0.2,937.5,,644.53125,,True,SOPH,1+1+3,0.814326,,0,-1
7919,iiiii,i,0,0.0,292.96875,0.0,175.78125,0.0,True,SOPH,1+1+3,0.8012167,,0,-1
7920,iiiii,i,0,0.0,117.1875,117.1875,58.59375,234.375,True,SOPH,1+1+3,0.7796557,,0,-1
7921,iiiii,i,0,0.0,292.96875,351.5625,117.1875,410.15625,True,SOPH,1+1+3,0.7907666,,0,-1
7922,aiiii,?,1,0.2,2226.5625,,703.125,,True,SOPH,1+1+3,0.7599333,,0,-1
7923,aaiii,?,2,0.4,1757.8125,,585.9375,,True,SOPH,1+1+3,0.7598417,,0,-1
7924,iiiii,i,0,0.0,1054.6875,234.375,351.5625,58.59375,True,SOPH,1+1+3,0.761675,i,0,-1
7925,iiiii,i,0,0.0,410.15625,0.0,351.5625,0.0,True,SOPH,1+1+3,0.7832083,i,0,-1
7926,aaaii,?,2,0.4,0.0,,0.0,,True,SOPH,1+1+3,0.7492084,i,0,-1
7927,aiiii,?,1,0.2,0.0,,0.0,,True,SOPH,1+1+3,0.7906584,i,0,-1
7928,iiaii,?,1,0.2,58.59375,,117.1875,,True,SOPH,1+1+3,0.765075,i,0,-1
7929,iiiii,i,0,0.0,0.0,351.5625,0.0,117.1875,True,SOPH,1+1+3,0.78165,i,0,-1
7930,iiiii,i,0,0.0,234.375,234.375,58.59375,410.15625,True,SOPH,1+1+3,0.768474,i,0,-1
7931,iiiii,i,0,0.0,58.59375,292.96875,117.1875,410.15625,True,SOPH,1+1+3,0.7639583,i,0,-1
7932,iiaii,?,1,0.2,58.59375,,117.1875,,True,SOPH,1+1+3,0.7959417,i,0,-1
7933,aiiii,?,1,0.2,1171.875,,468.75,,True,SOPH,1+1+3,0.8056583,i,0,-1
7934,iiiii,i,0,0.0,58.59375,996.09375,117.1875,351.5625,True,SOPH,1+1+3,0.8082583,i,0,-1
7935,iiiii,i,0,0.0,351.5625,351.5625,585.9375,527.34375,True,SOPH,1+1+3,0.8133,i,0,-1
7936,iiiii,i,0,0.0,0.0,58.59375,0.0,58.59375,True,SOPH,1+1+3,0.8377,i,0,-1
7937,aiiii,?,1,0.2,58.59375,,58.59375,,True,SOPH,1+1+3,0.85555,i,0,-1
8016,iaaaaaaa,?,1,0.125,2712.0535714285716,,502.23214285714283,,True,SOPH,8i,0.3454833,a,1,-1
8017,aaaaaaaa,a,0,0.0,435.26785714285717,,368.30357142857144,,True,SOPH,8i,0.3718167,a,1,-1
8018,aaaaa,a,0,0.0,234.375,,58.59375,,True,SOPH,5R1,0.313525,a,1,-1
8019,aaaaa,a,0,0.0,292.96875,,468.75,,True,SOPH,5R1,0.3141238,a,1,-1
8020,aaaaaa,a,0,0.0,140.625,,281.25,,True,SOPH,6i,0.3860833,a,1,-1
8021,aaaaaa,a,0,0.0,281.25,,281.25,,True,SOPH,6i,0.3664166,a,1,-1
8024,aaaaaa,a,0,0.0,328.125,,375.0,,True,SOPH,6i,0.4215019,a,1,-1
8025,iaiii,?,1,0.2,410.15625,,234.375,,True,SOPH,1+1+3,0.6940583,,1,-1
8026,aaaii,?,2,0.4,937.5,,820.3125,,True,SOPH,1+1+3,0.6987031,,1,-1
8027,iiiii,i,0,0.0,234.375,175.78125,58.59375,117.1875,True,SOPH,1+1+3,0.72046,,1,-1
8028,iaiii,?,1,0.2,1230.46875,,937.5,,True,SOPH,1+1+3,0.7228134,,1,-1
8034,aiiiii,?,1,0.16666666666666666,421.875,,234.375,,True,,6R,1.3391174,,1,-1
8035,iiiii,i,0,0.0,2285.15625,3750.0,1113.28125,1230.46875,True,,5R3,1.1610584,,1,-1
8036,iiiia,?,1,0.2,175.78125,,175.78125,,True,,5-NOISE,1.6623334,,0,1
8037,iiii,i,0,0.0,2656.25,1484.375,3984.375,2031.25,True,,4R2,1.2236334,,0,1
8038,iiii,i,0,0.0,0.0,390.625,0.0,156.25,True,,4R2,1.131719,,0,1
8039,iiiaa,?,2,0.4,234.375,,58.59375,,True,,5-NOISE,1.9927167,,0,1
8040,iiaaa,?,2,0.4,0.0,,0.0,,True,,5-NOISE,2.015725,,0,1
8048,aaaaa,a,0,0.0,410.15625,,117.1875,,True,,5R3,1.3665334,,0,1
8049,aaaa,a,0,0.0,390.625,,156.25,,True,,4-NOISE,1.5024167,,0,1
8050,aaaa,a,0,0.0,312.5,,156.25,,True,,4R2,1.4019333,,0,1
8063,iiaaaaaa,?,2,0.25,1071.4285714285713,,234.375,,True,,8-NOISE,2.08625,,1,-1
8064,iiiia,?,1,0.2,0.0,,0.0,,True,,5R3,1.1856,,1,-1
8065,iiaaa,?,2,0.4,234.375,,58.59375,,True,,5R3,1.1955834,,1,-1
8066,aaiaa,?,1,0.2,351.5625,,234.375,,True,,5R3,1.1570083,,1,-1
8067,aaaaa,a,0,0.0,410.15625,,292.96875,,True,,5R3,1.1509417,,1,-1
8068,aaaaa,a,0,0.0,468.75,,117.1875,,True,,5R3,1.192325,,1,-1
8069,aiiaa,?,2,0.4,937.5,,761.71875,,True,,5R3,1.198625,,1,-1
8076,aaaaaaaaa,a,0,0.0,146.484375,,87.890625,,True,,9R,1.4466834,,1,-1
8077,aaaaaaaiia,?,2,0.2,468.75,,468.75,,True,,10R,1.5668667,,1,-1
8078,aaaaaaaaa,a,0,0.0,263.671875,,87.890625,,True,,9R,1.4508333,,1,-1
8079,aiaaiiiiia,?,4,0.4,729.1666666666666,,338.5416666666667,,True,,10R,1.6084333,,1,-1
8080,aaaiiiiiia,?,4,0.4,781.25,,729.1666666666666,,True,,10R,1.6013333,,1,-1
8081,iaaaiiiii,?,3,0.3333333333333333,1142.578125,,380.859375,,True,,9R,1.4461833,,1,-1
8082,iiiii,i,0,0.0,878.90625,2109.375,410.15625,761.71875,True,,5R3,1.1605167,,1,-1
8089,aaaaa,a,0,0.0,58.59375,,117.1875,,True,,5R3,1.1658084,,1,-1
8090,iiiii,i,0,0.0,175.78125,0.0,58.59375,0.0,True,,5R3,1.1155417,,1,-1
8091,iiiii,i,0,0.0,117.1875,234.375,117.1875,58.59375,True,,5R3,1.0691833,,1,-1
8093,iaaia,?,2,0.4,3164.0625,,2988.28125,,True,,5R3,1.1040917,,1,-1
8111,iiiii,i,0,0.0,175.78125,292.96875,58.59375,292.96875,True,,5-NOISE,2.040725,,1,-1
8112,aaaaa,a,0,0.0,410.15625,,175.78125,,True,,5-NOISE,1.9608,,1,-1
8118,aaaa,a,0,0.0,312.5,,156.25,,True,,4R2,0.998775,,1,-1
8119,aaiaa,?,1,0.2,585.9375,,351.5625,,True,,5R3,1.2848667,,1,-1
8120,aaaaa,a,0,0.0,175.78125,,175.78125,,True,,5R3,1.3199917,,1,-1
8121,aaaaa,a,0,0.0,703.125,,175.78125,,True,,5R3,1.24165,,0,-1
8122,aiiii,?,1,0.2,1816.40625,,527.34375,,True,,5R3,1.2173583,,0,-1
8123,aiaaa,?,1,0.2,703.125,,175.78125,,True,,5R3,1.1774417,,0,-1
8124,aiiaa,?,2,0.4,351.5625,,292.96875,,True,,5R3,1.1688333,,0,-1
8125,iiaaa,?,2,0.4,351.5625,,175.78125,,True,,5R3,1.1525916,,0,-1
8126,aiiia,?,2,0.4,175.78125,,117.1875,,True,,5R3,1.1149333,,0,-1
8127,iiiii,i,0,0.0,3691.40625,3164.0625,1054.6875,1171.875,True,,5R3,1.128825,,0,-1
8128,aiiaa,?,2,0.4,1230.46875,,1054.6875,,True,,5R3,1.3271334,,0,-1
8129,aiiii,?,1,0.2,1582.03125,,2402.34375,,True,,5R3,1.1272391,,0,-1
8130,iiaii,?,1,0.2,4453.125,,1113.28125,,True,,5R3,1.077903,,0,-1
8156,iaaaaa,?,1,0.16666666666666666,2812.5,,562.5,,True,,6R,1.37125,,0,-1
8157,aiiii,?,1,0.2,,,,,True,,5R3,1.07965,,0,-1
8158,iiiii,i,0,0.0,175.78125,58.59375,292.96875,117.1875,True,,5R3,1.1056666,,0,-1
8159,iiaaa,?,2,0.4,2109.375,,703.125,,True,,5R3,1.11065,,0,-1
8169,iaaaiaaaa,?,2,0.2222222222222222,2343.75,,937.5,,True,FRUIT,9i,0.3866083,a,1,-1
8170,iaaaaaaa,?,1,0.125,1406.25,,200.89285714285714,,True,FRUIT,8i,0.3959322,a,1,-1
8171,iaaaaaaaa,?,1,0.1111111111111111,29.296875,,29.296875,,True,FRUIT,9i,0.4029986,a,1,-1
8172,aaaaaaaaaa,a,0,0.0,1770.8333333333333,,234.375,,True,FRUIT,10i,0.4446583,a,1,-1
8173,iaaaaaaaa,?,1,0.1111111111111111,175.78125,,87.890625,,True,FRUIT,9i,0.3566417,a,1,-1
8174,iaaaaaaaa,?,1,0.1111111111111111,1845.703125,,263.671875,,True,FRUIT,9i,0.3996667,a,1,-1
8175,aaaaaaaaaa,a,0,0.0,911.4583333333334,,130.20833333333334,,True,FRUIT,10i,0.4263812,a,1,-1
8176,aaaaaaa,a,0,0.0,703.125,,117.1875,,True,FRUIT,7i,0.3284,a,1,-1
8177,aaaa,a,0,0.0,156.25,,78.125,,True,FRUIT,4R2,0.9275084,a,1,-1
8178,aaaa,a,0,0.0,78.125,,78.125,,True,FRUIT,4R2,0.8904166,a,1,-1
8179,aaaa,a,0,0.0,234.375,,78.125,,True,FRUIT,4R2,0.8458417,a,1,-1
8180,aaaa,a,0,0.0,781.25,,390.625,,True,FRUIT,4R2,0.78475,a,1,-1
8181,aaaa,a,0,0.0,390.625,,234.375,,True,FRUIT,4R2,0.7779417,a,1,-1
8182,aaaa,a,0,0.0,156.25,,234.375,,True,FRUIT,4R2,0.7663,a,1,-1
8183,aaaa,a,0,0.0,78.125,,156.25,,True,FRUIT,4R2,0.783075,a,1,-1
8205,iiiii,i,0,0.0,2578.125,585.9375,644.53125,234.375,True,FRUIT,5R1,0.3151417,i,1,-1
8206,aaiii,?,2,0.4,703.125,,175.78125,,True,FRUIT,5R1,0.309175,i,1,-1
8207,aiiia,?,2,0.4,468.75,,937.5,,True,FRUIT,5R1,0.3208083,,1,-1
8208,aaaaa,a,0,0.0,585.9375,,292.96875,,True,FRUIT,5R1,0.3119667,a,1,-1
8209,aaaaa,a,0,0.0,703.125,,234.375,,True,FRUIT,5R1,0.3283,a,1,-1
8210,aaaaa,a,0,0.0,175.78125,,58.59375,,True,FRUIT,5R1,0.3396666,a,1,-1
8211,aaaaa,a,0,0.0,117.1875,,58.59375,,True,FRUIT,5R1,0.3246333,a,1,-1
8212,aaaa,a,0,0.0,390.625,,156.25,,True,FRUIT,4R2,1.4353083,a,1,-1
8213,aaaa,a,0,0.0,78.125,,78.125,,True,FRUIT,4R2,1.291125,a,0,-1
8214,aaaa,a,0,0.0,468.75,,156.25,,True,FRUIT,4R2,1.1979666,a,1,-1
8215,aaaa,a,0,0.0,312.5,,234.375,,True,FRUIT,4R2,1.3189334,a,1,-1
8232,aiai,?,2,0.5,1328.125,,2656.25,,True,FRUIT,4-NOISE,0.9692794,,0,-1
8233,iaaaa,?,1,0.2,1816.40625,,527.34375,,True,FRUIT,1+1+3,1.3695083,a,0,-1
8234,iiiaa,?,2,0.4,996.09375,,351.5625,,True,FRUIT,1+1+3,1.3552619,i,0,-1
8235,aiiii,?,1,0.2,1640.625,,585.9375,,True,FRUIT,1+1+3,1.3196939,i,0,-1
8236,aiiii,?,1,0.2,1816.40625,,468.75,,True,FRUIT,1+1+3,1.29595,,0,-1
8237,aaaaa,a,0,0.0,0.0,,0.0,,True,FRUIT,5-NOISE,0.7009417,a,0,-1
8238,aaaaaa,a,0,0.0,140.625,,46.875,,True,FRUIT,6-NOISE,0.934675,a,0,-1
8239,aaaa,a,0,0.0,78.125,,78.125,,True,FRUIT,4R2,1.137375,,0,-1
8240,aaaaa,a,0,0.0,234.375,,175.78125,,True,FRUIT,1+1+3,1.1109667,,0,-1
8241,iiiii,i,0,0.0,175.78125,644.53125,58.59375,175.78125,True,FRUIT,1+1+3,1.1351917,i,0,-1
8242,iiiii,i,0,0.0,117.1875,175.78125,175.78125,175.78125,True,FRUIT,1+1+3,1.1714,i,0,-1
8243,iaai,?,2,0.5,0.0,,0.0,,True,FRUIT,4R2,1.1274417,,0,-1
8244,iaiii,?,1,0.2,351.5625,,351.5625,,True,FRUIT,1+1+3,1.1556334,,0,-1
8245,aaii,?,2,0.5,234.375,,156.25,,True,FRUIT,4R2,1.125195,,0,-1
8246,iiia,?,1,0.25,546.875,,312.5,,True,FRUIT,4R2,1.1164636,,0,-1
8247,aiaa,?,1,0.25,156.25,,78.125,,True,FRUIT,4R2,1.1598084,,0,-1
8248,aiaa,?,1,0.25,312.5,,156.25,,True,FRUIT,4R2,1.1430333,,0,-1
8249,aiaaa,?,1,0.2,351.5625,,117.1875,,True,FRUIT,1+1+3,1.1213667,,0,-1
8262,aaaai,?,1,0.2,0.0,,0.0,,True,FRUIT,5R1,0.3248597,,0,-1
8263,aiiaa,?,2,0.4,0.0,,0.0,,True,FRUIT,5R1,0.288506,,0,-1
8264,iiaaa,?,2,0.4,175.78125,,58.59375,,True,FRUIT,5R1,0.3129689,,0,-1
8265,aaaaa,a,0,0.0,58.59375,,58.59375,,True,FRUIT,5R1,0.3191655,,0,-1
8266,iiiii,i,0,0.0,175.78125,703.125,58.59375,234.375,True,FRUIT,5R1,0.3273466,,0,-1
8274,aiiii,?,1,0.2,820.3125,,761.71875,,True,SOURSOP,5R3,1.3675153,,1,-1
8275,iiii,i,0,0.0,0.0,156.25,0.0,312.5,True,SOURSOP,4R2,1.0628417,,1,-1
8276,iiii,i,0,0.0,546.875,156.25,546.875,78.125,True,SOURSOP,4R2,1.0360334,,1,-1
8277,iiii,i,0,0.0,78.125,390.625,78.125,390.625,True,SOURSOP,4R2,0.9952309,,1,-1
8278,iiaa,?,2,0.5,156.25,,312.5,,True,SOURSOP,4R2,1.0461902,,1,-1
8279,aiii,?,1,0.25,2031.25,,2812.5,,True,SOURSOP,4R2,1.0249117,,1,-1
8280,iiii,i,0,0.0,78.125,625.0,78.125,312.5,True,SOURSOP,4R2,1.0348282,,1,-1
8281,iiiii,i,0,0.0,1289.0625,1171.875,937.5,1347.65625,True,SOURSOP,1+1+3,1.0387248,,1,-1
8282,iiiii,i,0,0.0,117.1875,644.53125,175.78125,410.15625,True,SOURSOP,1+1+3,1.1289154,,1,-1
8283,iiii,i,0,0.0,1093.75,2031.25,2187.5,1328.125,True,SOURSOP,4R2,1.0747273,,1,-1
8284,iaaa,?,1,0.25,468.75,,156.25,,True,SOURSOP,4R2,1.041175,,1,-1
8285,iiiia,?,1,0.2,996.09375,,351.5625,,True,SOURSOP,1+1+3,0.9650085,,1,-1
8286,iiiii,i,0,0.0,1406.25,2460.9375,1992.1875,2167.96875,True,SOURSOP,1+1+3,0.969575,,1,-1
8302,aaaii,?,2,0.4,351.5625,,468.75,,True,SOURSOP,1+1+3,0.8510334,,1,-1
8303,iaiaa,?,2,0.4,117.1875,,117.1875,,True,SOURSOP,1+1+3,0.8491584,,1,-1
8304,aiaaai,?,2,0.3333333333333333,468.75,,703.125,,True,SOURSOP,6-NOISE,1.089978,,1,-1
8305,aiiia,?,2,0.4,234.375,,58.59375,,True,SOURSOP,1+1+3,0.7759865,,1,-1
8306,iiiii,i,0,0.0,117.1875,1230.46875,234.375,1933.59375,True,SOURSOP,1+1+3,0.648575,,1,-1
8307,iiiii,i,0,0.0,0.0,937.5,0.0,937.5,True,SOURSOP,1+1+3,0.824675,,1,-1
8308,iiiii,i,0,0.0,117.1875,1054.6875,58.59375,410.15625,True,SOURSOP,1+1+3,0.78215,,1,-1
8309,aaiia,?,2,0.4,351.5625,,175.78125,,True,SOURSOP,1+1+3,0.8158686,,1,-1
8324,iiii,i,0,0.0,1875.0,1328.125,2890.625,2187.5,True,SOURSOP,4R2,1.196175,,1,-1
8325,iiii,i,0,0.0,1484.375,1875.0,1093.75,1250.0,True,SOURSOP,4R2,1.1933816,,1,-1
8326,iiai,?,1,0.25,2265.625,,1328.125,,True,SOURSOP,4R2,1.1655,,1,-1
8327,aaaaaaaa,a,0,0.0,435.26785714285717,,502.23214285714283,,True,SOURSOP,8i,0.3050584,a,1,-1
8328,aaaaai,?,1,0.16666666666666666,750.0,,656.25,,True,SOURSOP,6i,0.3541658,a,1,-1
8329,iaaaa,?,1,0.2,527.34375,,527.34375,,True,SOURSOP,5R1,0.2857117,a,1,-1
8330,aaaaaa,a,0,0.0,984.375,,328.125,,True,SOURSOP,6i,0.4098118,a,1,-1
8331,aiaaa,?,1,0.2,351.5625,,234.375,,True,SOURSOP,5R1,0.3363752,a,1,-1
8337,aaaaa,a,0,0.0,175.78125,,58.59375,,True,SOURSOP,5R1,0.2804667,a,1,-1
8338,aaaaa,a,0,0.0,0.0,,0.0,,True,SOURSOP,5R1,0.3092083,a,1,-1
8339,aaaaa,a,0,0.0,175.78125,,58.59375,,True,SOURSOP,5R1,0.355075,a,1,-1
8340,aaaaa,a,0,0.0,234.375,,175.78125,,True,SOURSOP,5R1,0.3218416,a,1,-1
8341,aaaaa,a,0,0.0,234.375,,58.59375,,True,SOURSOP,5R1,0.3042741,a,1,-1
8342,aaii,?,2,0.5,937.5,,1015.625,,True,SOPH,4-NOISE,0.6328417,,0,-1
8343,aaaaa,a,0,0.0,0.0,,0.0,,True,JOCASTA,1+1+3,1.4632083,a,1,-1
8344,aaaaa,a,0,0.0,0.0,,0.0,,True,JOCASTA,1+1+3,1.42855,a,1,-1
8345,aaaaa,a,0,0.0,58.59375,,58.59375,,True,JOCASTA,1+1+3,1.4810083,a,1,-1
8346,aaaaa,a,0,0.0,234.375,,58.59375,,True,JOCASTA,1+1+3,1.4154667,a,1,-1
8347,aaaaa,a,0,0.0,292.96875,,175.78125,,True,JOCASTA,1+1+3,1.441425,a,1,-1
8348,aaaaa,a,0,0.0,292.96875,,175.78125,,True,JOCASTA,1+1+3,1.427875,a,1,-1
8349,aaaaa,a,0,0.0,117.1875,,117.1875,,True,JOCASTA,1+1+3,1.3927667,a,1,-1
8350,aaaaa,a,0,0.0,58.59375,,58.59375,,True,JOCASTA,1+1+3,1.4139,a,1,-1
8351,aaaaa,a,0,0.0,351.5625,,468.75,,True,JOCASTA,1+1+3,1.383025,a,1,-1
8352,aaaai,?,1,0.2,996.09375,,468.75,,True,JOCASTA,1+1+3,1.3399529,a,1,-1
8353,aaaaa,a,0,0.0,234.375,,117.1875,,True,JOCASTA,1+1+3,1.3374889,a,1,-1
8354,aaaaa,a,0,0.0,117.1875,,117.1875,,True,JOCASTA,1+1+3,1.3695667,a,1,-1
8355,aaaaa,a,0,0.0,175.78125,,58.59375,,True,JOCASTA,1+1+3,1.3160387,a,1,-1
8371,aaaaa,a,0,0.0,644.53125,,351.5625,,True,JOCASTA,1+1+3,1.4754166,a,1,-1
8372,aaaaa,a,0,0.0,0.0,,0.0,,True,JOCASTA,1+1+3,1.4485595,a,1,-1
8373,aaaaa,a,0,0.0,175.78125,,175.78125,,True,JOCASTA,1+1+3,1.4612916,a,1,-1
8374,iaaiii,?,2,0.3333333333333333,703.125,,750.0,,True,JOCASTA,6-NOISE,1.6346084,a,1,-1
8375,aaaaa,a,0,0.0,292.96875,,117.1875,,True,JOCASTA,1+1+3,1.3602667,a,1,-1
8383,aaaaa,a,0,0.0,117.1875,,234.375,,True,JOCASTA,5R1,0.3345,a,1,-1
8384,aaaaa,a,0,0.0,175.78125,,117.1875,,True,JOCASTA,5R1,0.3138334,a,1,-1
8385,aaaaa,a,0,0.0,117.1875,,117.1875,,True,JOCASTA,5R1,0.3207666,a,1,-1
8386,aaaaa,a,0,0.0,234.375,,58.59375,,True,JOCASTA,5R1,0.324,a,1,-1
8387,aaaaa,a,0,0.0,0.0,,0.0,,True,JOCASTA,5R1,0.3419166,a,1,-1
8388,aaaaa,a,0,0.0,58.59375,,117.1875,,True,JOCASTA,5R1,0.3077167,a,1,-1
8389,aaaaa,a,0,0.0,58.59375,,117.1875,,True,JOCASTA,5R1,0.3280417,a,1,-1
8390,aaaaa,a,0,0.0,175.78125,,58.59375,,True,JOCASTA,1+1+3,1.5145833,a,1,-1
8391,aaaaa,a,0,0.0,234.375,,58.59375,,True,JOCASTA,1+1+3,1.471675,a,1,-1
8392,aaaaa,a,0,0.0,234.375,,58.59375,,True,JOCASTA,1+1+3,1.4236584,a,1,-1
8393,aaa,a,0,0.0,234.375,,117.1875,,True,LADYO,3D,0.298584,a,1,-1
8394,aaa,a,0,0.0,234.375,,117.1875,,True,LADYO,3D,0.303904,a,1,-1
8395,aaa,a,0,0.0,351.5625,,234.375,,True,LADYO,3D,0.304896,a,1,-1
8396,aaa,a,0,0.0,117.1875,,117.1875,,True,LADYO,3D,0.314048,a,1,-1
8397,aaa,a,0,0.0,0.0,,0.0,,True,LADYO,3D,0.31324,a,1,-1
